seq_id,hubway_id,status,duration,start_date,strt_statn,end_date,end_statn,bike_nr,subsc_type,zip_code,birth_date,gender
1,8,Closed,9,7/28/2011 10:12,23,7/28/2011 10:12,23,B00468,Registered,'97217,1976,1
2,9,Closed,220,7/28/2011 10:21,23,7/28/2011 10:25,23,B00554,Registered,'02215,1966,1
3,10,Closed,56,7/28/2011 10:33,23,7/28/2011 10:34,23,B00456,Registered,'02108,1943,1
4,11,Closed,64,7/28/2011 10:35,23,7/28/2011 10:36,23,B00554,Registered,'02116,1981,2
5,12,Closed,12,7/28/2011 10:37,23,7/28/2011 10:37,23,B00554,Registered,'97214,1983,2
6,13,Closed,19,7/28/2011 10:39,23,7/28/2011 10:39,23,B00456,Registered,'02021,1951,1
7,14,Closed,24,7/28/2011 10:47,23,7/28/2011 10:47,23,B00554,Registered,'02140,1971,2
8,15,Closed,7,7/28/2011 10:48,23,7/28/2011 10:48,23,B00554,Registered,'02140,1971,2
9,16,Closed,8,7/28/2011 11:01,23,7/28/2011 11:01,23,B00554,Registered,'97214,1983,2
10,17,Closed,1108,7/28/2011 11:55,47,7/28/2011 12:13,40,B00550,Registered,'01867,1994,1
11,18,Closed,1055,7/28/2011 11:55,47,7/28/2011 12:13,40,B00580,Registered,'01867,1956,1
12,19,Closed,1042,7/28/2011 11:55,47,7/28/2011 12:12,40,B00539,Registered,'01867,1959,2
13,23,Closed,994,7/28/2011 12:00,40,7/28/2011 12:16,47,B00368,Casual,,,
14,25,Closed,15,7/28/2011 12:00,22,7/28/2011 12:00,22,B00442,Registered,'02446,1982,1
15,27,Closed,952,7/28/2011 12:00,40,7/28/2011 12:16,23,B00556,Registered,'02128,1944,1
16,28,Closed,32,7/28/2011 12:00,22,7/28/2011 12:01,22,B00316,Registered,'02115,1960,2
17,29,Closed,1261,7/28/2011 12:00,22,7/28/2011 12:21,45,B00454,Registered,'02492,1975,1
18,30,Closed,7,7/28/2011 12:00,22,7/28/2011 12:00,22,B00404,Registered,'02446,1956,1
19,31,Closed,1020,7/28/2011 12:01,38,7/28/2011 12:18,36,B00147,Registered,'02118,1987,2
20,33,Closed,1264,7/28/2011 12:01,38,7/28/2011 12:22,44,B00165,Registered,'02139,1985,2
21,34,Closed,1043,7/28/2011 12:01,38,7/28/2011 12:18,44,B00527,Registered,'02351,1978,1
22,35,Closed,969,7/28/2011 12:01,22,7/28/2011 12:17,44,B00487,Registered,'02143,1971,1
23,37,Closed,1582,7/28/2011 12:01,38,7/28/2011 12:27,10,B00093,Registered,'02130,1980,2
24,38,Closed,620,7/28/2011 12:01,22,7/28/2011 12:12,20,B00375,Registered,'02474,1955,2
25,40,Closed,7,7/28/2011 12:02,22,7/28/2011 12:02,22,B00275,Registered,'02140,1971,2
26,41,Closed,771,7/28/2011 12:02,38,7/28/2011 12:15,42,B00279,Registered,'02108,1943,1
27,42,Closed,1222,7/28/2011 12:02,38,7/28/2011 12:22,44,B00074,Registered,'02143,1972,2
28,43,Closed,4,7/28/2011 12:02,22,7/28/2011 12:02,22,B00137,Registered,'01776,1949,1
29,44,Closed,5,7/28/2011 12:02,22,7/28/2011 12:02,22,B00082,Registered,'01880,1968,1
30,45,Closed,824,7/28/2011 12:02,22,7/28/2011 12:16,38,B00460,Registered,'02131,1967,1
31,47,Closed,873,7/28/2011 12:02,38,7/28/2011 12:17,47,B00025,Registered,'02115,1975,2
32,48,Closed,1377,7/28/2011 12:03,22,7/28/2011 12:26,25,B00404,Registered,'02446,1982,1
33,51,Closed,1114,7/28/2011 12:03,22,7/28/2011 12:22,48,B00392,Registered,'02144,1958,1
34,52,Closed,16,7/28/2011 12:03,22,7/28/2011 12:04,22,B00198,Registered,'02116,1976,1
35,53,Closed,1655,7/28/2011 12:04,22,7/28/2011 12:32,36,B00316,Registered,'02115,1960,2
36,54,Closed,1953,7/28/2011 12:05,22,7/28/2011 12:37,31,B00069,Registered,'02021,1951,1
37,55,Closed,1989,7/28/2011 12:05,22,7/28/2011 12:38,31,B00298,Registered,'02151,1987,2
38,56,Closed,1015,7/28/2011 12:06,22,7/28/2011 12:23,36,B00543,Registered,'02116,1981,2
39,57,Closed,863,7/28/2011 12:08,22,7/28/2011 12:23,42,B00189,Registered,'02127,1968,1
40,58,Closed,6,7/28/2011 12:09,16,7/28/2011 12:09,16,B00533,Registered,'02445,1958,1
41,59,Closed,460,7/28/2011 12:10,22,7/28/2011 12:18,49,B00353,Registered,'01880,1968,1
42,60,Closed,724,7/28/2011 12:11,22,7/28/2011 12:23,40,B00442,Registered,'02113,1973,2
43,62,Closed,1624,7/28/2011 12:14,40,7/28/2011 12:41,20,B00550,Registered,'01867,1994,1
44,63,Closed,191,7/28/2011 12:14,22,7/28/2011 12:18,22,B00275,Registered,'01876,1963,2
45,64,Closed,1390,7/28/2011 12:14,36,7/28/2011 12:38,23,B00111,Registered,'02114,1975,1
46,65,Closed,1587,7/28/2011 12:15,40,7/28/2011 12:41,20,B00539,Registered,'01867,1956,1
47,66,Closed,1578,7/28/2011 12:15,40,7/28/2011 12:41,20,B00580,Registered,'01867,1994,2
48,67,Closed,2585,7/28/2011 12:15,38,7/28/2011 12:58,38,B00101,Registered,'02492,1968,1
49,68,Closed,899,7/28/2011 12:16,22,7/28/2011 12:31,49,B00082,Registered,'01776,1949,1
50,70,Closed,960,7/28/2011 12:19,45,7/28/2011 12:35,36,B00426,Registered,'01742,1962,1
51,71,Closed,782,7/28/2011 12:20,22,7/28/2011 12:33,20,B00359,Registered,'01945,1943,1
52,72,Closed,326,7/28/2011 12:20,36,7/28/2011 12:25,46,B00147,Registered,'02118,1987,2
53,73,Closed,376,7/28/2011 12:23,45,7/28/2011 12:29,10,B00454,Registered,'02492,1975,1
54,76,Closed,1556,7/28/2011 12:24,45,7/28/2011 12:50,16,B00131,Registered,'02143,1981,1
55,77,Closed,1681,7/28/2011 12:25,5,7/28/2011 12:53,23,B00231,Registered,'02140,1967,1
56,79,Closed,2121,7/28/2011 12:27,40,7/28/2011 13:02,40,B00358,Casual,,,
57,80,Closed,2702,7/28/2011 12:25,22,7/28/2011 13:10,14,B00058,Registered,'01876,1963,2
58,81,Closed,714,7/28/2011 12:26,36,7/28/2011 12:38,39,B00170,Registered,'02116,1983,1
59,82,Closed,674,7/28/2011 12:27,36,7/28/2011 12:38,39,B00543,Registered,'02116,1981,2
60,83,Closed,531,7/28/2011 12:30,46,7/28/2011 12:38,46,B00147,Registered,'02118,1987,2
61,84,Closed,1315,7/28/2011 12:33,36,7/28/2011 12:55,38,B00228,Casual,,,
62,85,Closed,50,7/28/2011 12:31,3,7/28/2011 12:32,3,B00071,Registered,'02118,1967,1
63,86,Closed,659,7/28/2011 12:32,34,7/28/2011 12:43,36,B00139,Registered,'02143,1969,1
64,87,Closed,15,7/28/2011 12:32,23,7/28/2011 12:32,23,B00062,Registered,'97214,1983,2
65,88,Closed,2656,7/28/2011 12:37,23,7/28/2011 13:21,38,B00062,Casual,,,
66,89,Closed,340,7/28/2011 12:37,10,7/28/2011 12:43,41,B00454,Registered,'02492,1975,1
67,90,Closed,427,7/28/2011 12:39,42,7/28/2011 12:46,36,B00279,Registered,'01720,1966,1
68,91,Closed,735,7/28/2011 12:42,16,7/28/2011 12:54,22,B00462,Registered,'02140,1966,1
69,92,Closed,3584,7/28/2011 12:43,20,7/28/2011 13:43,43,B00550,Registered,'01867,1959,2
70,93,Closed,2106,7/28/2011 12:43,20,7/28/2011 13:18,43,B00539,Registered,'01867,1994,2
71,94,Closed,3485,7/28/2011 12:44,20,7/28/2011 13:42,43,B00580,Registered,'01867,1956,1
72,95,Closed,955,7/28/2011 12:45,42,7/28/2011 13:01,10,B00189,Registered,'02127,1968,1
73,96,Closed,515,7/28/2011 12:46,36,7/28/2011 12:54,49,B00426,Registered,'02116,1982,2
74,97,Closed,2775,7/28/2011 12:46,25,7/28/2011 13:32,39,B00404,Registered,'02446,1982,1
75,99,Closed,2983,7/28/2011 12:52,40,7/28/2011 13:42,44,B00258,Casual,,,
76,100,Closed,3002,7/28/2011 12:52,40,7/28/2011 13:42,44,B00442,Casual,,,
77,101,Closed,515,7/28/2011 12:56,36,7/28/2011 13:05,34,B00279,Registered,'02143,1969,1
78,102,Closed,2020,7/28/2011 12:59,36,7/28/2011 13:33,36,B00139,Casual,,,
79,103,Closed,1385,7/28/2011 13:01,36,7/28/2011 13:24,38,B00316,Casual,,,
80,104,Closed,165,7/28/2011 13:02,39,7/28/2011 13:05,39,B00543,Registered,'02143,1981,1
81,105,Closed,172,7/28/2011 13:04,31,7/28/2011 13:06,43,B00069,Registered,'01890,1978,1
82,106,Closed,35,7/28/2011 13:05,35,7/28/2011 13:05,35,B00032,Registered,'02118,1982,1
83,107,Closed,586,7/28/2011 13:05,39,7/28/2011 13:15,36,B00170,Registered,'02116,1983,1
84,108,Closed,545,7/28/2011 13:05,5,7/28/2011 13:14,5,B00227,Registered,'02139,1986,1
85,109,Closed,125,7/28/2011 13:05,48,7/28/2011 13:07,48,B00261,Registered,'01719,1971,1
86,110,Closed,26,7/28/2011 13:05,35,7/28/2011 13:06,35,B00032,Registered,'02118,1982,1
87,111,Closed,541,7/28/2011 13:06,39,7/28/2011 13:15,36,B00543,Registered,'02116,1981,2
88,112,Closed,4,7/28/2011 13:09,23,7/28/2011 13:09,23,B00546,Registered,'02135,1982,1
89,115,Closed,1126,7/28/2011 13:12,22,7/28/2011 13:31,23,B00406,Casual,,,
90,116,Closed,3747,7/28/2011 13:14,22,7/28/2011 14:16,10,B00231,Registered,'97214,1983,2
91,117,Closed,1772,7/28/2011 13:16,41,7/28/2011 13:46,23,B00454,Casual,,,
92,118,Closed,300,7/28/2011 13:15,36,7/28/2011 13:20,42,B00170,Registered,'01720,1966,1
93,119,Closed,394,7/28/2011 13:16,10,7/28/2011 13:23,32,B00189,Registered,'02492,1975,1
94,120,Closed,16,7/28/2011 13:18,31,7/28/2011 13:18,31,B00298,Registered,'02138,1972,2
95,121,Closed,1472,7/28/2011 13:18,16,7/28/2011 13:43,38,B00131,Registered,'02143,1981,1
96,122,Closed,303,7/28/2011 13:18,5,7/28/2011 13:23,5,B00020,Registered,'02139,1986,1
97,124,Closed,1840,7/28/2011 13:21,40,7/28/2011 13:52,40,B00488,Registered,'01760,1968,1
98,125,Closed,817,7/28/2011 13:21,43,7/28/2011 13:35,43,B00539,Registered,'01867,1994,2
99,126,Closed,402,7/28/2011 13:23,38,7/28/2011 13:29,47,B00394,Registered,'02130,1975,1
100,127,Closed,389,7/28/2011 13:25,23,7/28/2011 13:32,44,B00392,Registered,'02143,1985,1
101,128,Closed,397,7/28/2011 13:25,23,7/28/2011 13:32,44,B00468,Registered,'02143,1986,2
102,129,Closed,953,7/28/2011 13:28,46,7/28/2011 13:43,45,B00147,Registered,'02139,1986,1
103,130,Closed,34,7/28/2011 13:35,43,7/28/2011 13:36,43,B00069,Registered,'02140,1966,1
104,131,Closed,650,7/28/2011 13:38,23,7/28/2011 13:49,23,B00111,Casual,,,
105,132,Closed,881,7/28/2011 13:45,14,7/28/2011 13:59,45,B00198,Casual,,,
106,133,Closed,862,7/28/2011 13:45,14,7/28/2011 13:59,45,B00058,Registered,'01876,1963,2
107,134,Closed,443,7/28/2011 13:46,43,7/28/2011 13:53,47,B00580,Registered,'01867,1994,2
108,135,Closed,421,7/28/2011 13:46,43,7/28/2011 13:53,47,B00539,Registered,'01867,1959,2
109,136,Closed,781,7/28/2011 13:47,45,7/28/2011 14:00,46,B00431,Registered,'02139,1986,1
110,137,Closed,416,7/28/2011 13:47,43,7/28/2011 13:54,47,B00550,Registered,'01867,1956,1
111,138,Closed,1203,7/28/2011 13:48,20,7/28/2011 14:08,23,B00375,Registered,'02474,1955,2
112,139,Closed,762,7/28/2011 13:51,49,7/28/2011 14:04,31,B00353,Registered,'02474,1966,1
113,140,Closed,487,7/28/2011 13:55,5,7/28/2011 14:03,5,B00042,Casual,,,
114,141,Closed,208,7/28/2011 13:59,47,7/28/2011 14:03,38,B00539,Registered,'02130,1975,1
115,142,Closed,2920,7/28/2011 14:05,23,7/28/2011 14:54,31,B00454,Registered,'02151,1987,2
116,143,Closed,1153,7/28/2011 14:06,26,7/28/2011 14:25,39,B00423,Casual,,,
117,144,Closed,1338,7/28/2011 14:07,27,7/28/2011 14:29,33,B00041,Casual,,,
118,145,Closed,1267,7/28/2011 14:08,27,7/28/2011 14:29,33,B00310,Casual,,,
119,146,Closed,1685,7/28/2011 14:34,8,7/28/2011 15:02,46,B00429,Registered,'02134,1986,1
120,147,Closed,5915,7/28/2011 14:38,22,7/28/2011 16:17,22,B00493,Casual,,,
121,148,Closed,1623,7/28/2011 14:42,22,7/28/2011 15:09,22,B00464,Casual,,,
122,149,Closed,1559,7/28/2011 14:42,22,7/28/2011 15:08,22,B00350,Casual,,,
123,150,Closed,199,7/28/2011 15:02,33,7/28/2011 15:05,10,B00041,Casual,,,
124,151,Closed,1236,7/28/2011 15:02,31,7/28/2011 15:22,42,B00298,Casual,,,
125,152,Closed,13130,7/28/2011 15:03,38,7/28/2011 18:42,23,B00316,Casual,,,
126,153,Closed,172,7/28/2011 15:02,33,7/28/2011 15:05,10,B00310,Casual,,,
127,154,Closed,1193,7/28/2011 15:02,31,7/28/2011 15:22,42,B00353,Casual,,,
128,155,Closed,13047,7/28/2011 15:04,38,7/28/2011 18:42,23,B00232,Casual,,,
129,156,Closed,943,7/28/2011 15:02,22,7/28/2011 15:18,40,B00552,Registered,'02139,1986,1
130,157,Closed,888,7/28/2011 15:06,45,7/28/2011 15:21,13,B00058,Casual,,,
131,158,Closed,1094,7/28/2011 15:06,49,7/28/2011 15:24,24,B00082,Registered,'02116,1982,2
132,159,Closed,1100,7/28/2011 15:12,5,7/28/2011 15:31,36,B00042,Casual,,,
133,160,Closed,1933,7/28/2011 15:20,23,7/28/2011 15:52,32,B00456,Casual,,,
134,161,Closed,1100,7/28/2011 15:21,10,7/28/2011 15:40,27,B00041,Casual,,,
135,162,Closed,1071,7/28/2011 15:22,10,7/28/2011 15:40,27,B00093,Casual,,,
136,163,Closed,1224,7/28/2011 15:25,36,7/28/2011 15:46,38,B00543,Registered,'01742,1962,1
137,164,Closed,3373,7/28/2011 15:26,23,7/28/2011 16:22,23,B00556,Casual,,,
138,165,Closed,7669,7/28/2011 15:32,42,7/28/2011 17:40,22,B00298,Casual,,,
139,166,Closed,319,7/28/2011 15:32,36,7/28/2011 15:37,42,B00042,Casual,,,
140,167,Closed,2973,7/28/2011 15:41,41,7/28/2011 16:31,41,B00585,Casual,,,
141,168,Closed,1044,7/28/2011 15:42,42,7/28/2011 15:59,42,B00042,Casual,,,
142,170,Closed,946,7/28/2011 15:51,33,7/28/2011 16:07,36,B00385,Registered,'01545,1965,1
143,171,Closed,731,7/28/2011 15:51,40,7/28/2011 16:03,22,B00514,Registered,'02139,1986,1
144,172,Closed,78123,7/28/2011 15:53,41,7/29/2011 13:35,41,B00333,Casual,,,
145,173,Closed,331,7/28/2011 15:55,9,7/28/2011 16:01,9,B00159,Casual,,,
146,174,Closed,386,7/28/2011 15:55,24,7/28/2011 16:01,48,B00082,Registered,'02113,1986,1
147,175,Closed,395,7/28/2011 15:57,5,7/28/2011 16:03,21,B00401,Registered,'02215,1962,1
148,176,Closed,232,7/28/2011 16:01,35,7/28/2011 16:05,48,B00196,Casual,,,
149,178,Closed,1063,7/28/2011 16:03,42,7/28/2011 16:21,5,B00042,Casual,,,
150,179,Closed,3156,7/28/2011 16:03,49,7/28/2011 16:56,24,B00426,Casual,,,
151,180,Closed,604,7/28/2011 16:04,38,7/28/2011 16:14,23,B00469,Casual,,,
152,181,Closed,635,7/28/2011 16:05,10,7/28/2011 16:16,36,B00231,Registered,'02127,1968,1
153,182,Closed,211,7/28/2011 16:06,23,7/28/2011 16:09,6,B00111,Registered,'02114,1966,1
154,184,Closed,722,7/28/2011 16:08,22,7/28/2011 16:20,24,B00462,Registered,'02139,1986,1
155,185,Closed,2605,7/28/2011 16:12,49,7/28/2011 16:55,24,B00246,Casual,,,
156,186,Closed,157,7/28/2011 16:13,23,7/28/2011 16:16,23,B00546,Registered,'02130,1982,2
157,187,Closed,158,7/28/2011 16:15,3,7/28/2011 16:18,14,B00190,Registered,'02109,1987,2
158,188,Closed,371,7/28/2011 16:18,44,7/28/2011 16:24,38,B00442,Casual,,,
159,189,Closed,423,7/28/2011 16:17,22,7/28/2011 16:24,44,B00472,Registered,'02351,1978,1
160,190,Closed,2951,7/28/2011 16:19,12,7/28/2011 17:10,12,B00120,Casual,,,
161,191,Closed,1003,7/28/2011 16:18,22,7/28/2011 16:35,38,B00464,Registered,'01944,1982,2
162,192,Closed,2946,7/28/2011 16:21,12,7/28/2011 17:10,12,B00095,Casual,,,
163,193,Closed,753,7/28/2011 16:22,38,7/28/2011 16:34,42,B00016,Registered,'02144,1986,1
164,196,Closed,17261,7/28/2011 16:24,36,7/28/2011 21:12,36,B00139,Casual,,,
165,197,Closed,1143,7/28/2011 16:23,22,7/28/2011 16:42,31,B00350,Registered,'02144,1978,1
166,198,Closed,4363,7/28/2011 16:27,16,7/28/2011 17:39,16,B00465,Casual,,,
167,199,Closed,1474,7/28/2011 16:29,48,7/28/2011 16:54,30,B00174,Casual,,,
168,200,Closed,16856,7/28/2011 16:30,36,7/28/2011 21:11,36,B00231,Casual,,,
169,201,Closed,330,7/28/2011 16:34,42,7/28/2011 16:40,16,B00353,Registered,'02116,1979,1
170,202,Closed,1485,7/28/2011 16:36,38,7/28/2011 17:01,32,B00187,Registered,'02131,1967,1
171,203,Closed,1740,7/28/2011 16:37,39,7/28/2011 17:06,24,B00034,Casual,,,
172,204,Closed,1642,7/28/2011 16:36,47,7/28/2011 17:04,33,B00223,Casual,,,
173,205,Closed,233,7/28/2011 16:38,44,7/28/2011 16:42,38,B00151,Registered,'01719,1971,1
174,206,Closed,2514,7/28/2011 16:42,10,7/28/2011 17:24,24,B00240,Casual,,,
175,207,Closed,2515,7/28/2011 16:42,10,7/28/2011 17:24,24,B00057,Casual,,,
176,208,Closed,627,7/28/2011 16:42,3,7/28/2011 16:52,16,B00002,Registered,'02038,1974,1
177,209,Closed,1616,7/28/2011 16:44,44,7/28/2011 17:11,38,B00474,Casual,,,
178,210,Closed,1240,7/28/2011 16:44,36,7/28/2011 17:05,36,B00385,Registered,'02138,1947,2
179,211,Closed,1577,7/28/2011 16:45,44,7/28/2011 17:11,38,B00013,Casual,,,
180,212,Closed,632,7/28/2011 16:46,24,7/28/2011 16:57,38,B00462,Casual,,,
181,214,Closed,413,7/28/2011 16:48,22,7/28/2011 16:55,40,B00275,Registered,'02109,1987,1
182,215,Closed,491,7/28/2011 16:52,43,7/28/2011 17:00,22,B00069,Registered,'02360,1969,2
183,216,Closed,695,7/28/2011 16:54,42,7/28/2011 17:05,43,B00170,Registered,'02025,1971,1
184,218,Closed,589,7/28/2011 16:56,22,7/28/2011 17:05,49,B00137,Registered,'01890,1978,1
185,219,Closed,317,7/28/2011 16:57,21,7/28/2011 17:02,33,B00542,Casual,,,
186,220,Closed,515,7/28/2011 16:57,40,7/28/2011 17:05,38,B00275,Registered,'01740,1957,1
187,221,Closed,655,7/28/2011 16:57,3,7/28/2011 17:08,25,B00414,Registered,'02118,1985,1
188,222,Closed,13314,7/28/2011 16:59,33,7/28/2011 20:41,35,B00121,Registered,'02138,1981,1
189,223,Closed,590,7/28/2011 17:00,44,7/28/2011 17:10,22,B00487,Registered,'02351,1978,1
190,225,Closed,1841,7/28/2011 17:04,48,7/28/2011 17:35,46,B00505,Casual,,,
191,226,Closed,1105,7/28/2011 17:03,10,7/28/2011 17:21,12,B00406,Registered,'02130,1980,2
192,227,Closed,688,7/28/2011 17:05,48,7/28/2011 17:16,24,B00150,Registered,'02143,1981,1
193,229,Closed,856,7/28/2011 17:06,10,7/28/2011 17:20,8,B00310,Registered,'02135,1966,2
194,231,Closed,102,7/28/2011 17:10,49,7/28/2011 17:11,49,B00137,Registered,'01890,1978,1
195,232,Closed,1299,7/28/2011 17:10,23,7/28/2011 17:32,33,B00469,Registered,'02446,1971,1
196,233,Closed,1721,7/28/2011 17:13,26,7/28/2011 17:42,13,B00026,Casual,,,
197,234,Closed,1158,7/28/2011 17:13,40,7/28/2011 17:33,38,B00339,Casual,,,
198,235,Closed,1443,7/28/2011 17:12,35,7/28/2011 17:36,33,B00215,Registered,'02115,1988,1
199,236,Closed,723,7/28/2011 17:13,49,7/28/2011 17:25,38,B00137,Registered,'01890,1978,1
200,237,Closed,758,7/28/2011 17:13,39,7/28/2011 17:25,22,B00040,Registered,'02143,1981,1
201,238,Closed,1425,7/28/2011 17:16,9,7/28/2011 17:40,9,B00329,Casual,,,
202,239,Closed,526,7/28/2011 17:15,6,7/28/2011 17:23,44,B00111,Registered,'02114,1970,1
203,240,Closed,1429,7/28/2011 17:16,5,7/28/2011 17:40,40,B00312,Casual,,,
204,241,Closed,1263,7/28/2011 17:18,46,7/28/2011 17:39,46,B00429,Casual,,,
205,242,Closed,536,7/28/2011 17:18,34,7/28/2011 17:27,36,B00279,Registered,'02143,1969,1
206,243,Closed,830,7/28/2011 17:20,33,7/28/2011 17:34,32,B00536,Casual,,,
207,244,Closed,909,7/28/2011 17:20,32,7/28/2011 17:35,27,B00189,Registered,'02131,1967,1
208,245,Closed,2174,7/28/2011 17:23,38,7/28/2011 17:59,38,B00464,Casual,,,
209,246,Closed,2156,7/28/2011 17:24,38,7/28/2011 17:59,38,B00013,Casual,,,
210,247,Closed,669,7/28/2011 17:26,34,7/28/2011 17:37,12,B00001,Casual,,,
211,248,Closed,227,7/28/2011 17:27,35,7/28/2011 17:31,44,B00136,Casual,,,
212,249,Closed,690,7/28/2011 17:28,3,7/28/2011 17:39,12,B00463,Registered,'02131,1953,1
213,250,Closed,1195,7/28/2011 17:29,40,7/28/2011 17:49,24,B00358,Casual,,,
214,252,Closed,4976,7/28/2011 17:33,44,7/28/2011 18:56,15,B00156,Casual,,,
215,253,Closed,1386,7/28/2011 17:35,40,7/28/2011 17:58,40,B00488,Casual,,,
216,254,Closed,1395,7/28/2011 17:35,40,7/28/2011 17:58,40,B00552,Casual,,,
217,256,Closed,762,7/28/2011 17:34,25,7/28/2011 17:47,42,B00340,Registered,'02118,1959,2
218,257,Closed,347,7/28/2011 17:36,35,7/28/2011 17:41,22,B00032,Registered,'02474,1977,1
219,258,Closed,324,7/28/2011 17:36,35,7/28/2011 17:41,22,B00076,Registered,'02474,1980,2
220,259,Closed,713,7/28/2011 17:39,25,7/28/2011 17:51,33,B00379,Casual,,,
221,261,Closed,713,7/28/2011 17:40,23,7/28/2011 17:52,24,B00375,Casual,,,
222,262,Closed,900,7/28/2011 17:40,23,7/28/2011 17:55,25,B00407,Registered,'02118,1978,2
223,263,Closed,4549,7/28/2011 17:41,41,7/28/2011 18:57,33,B00585,Casual,,,
224,264,Closed,577,7/28/2011 17:40,33,7/28/2011 17:50,41,B00215,Registered,'02115,1988,1
225,265,Closed,1085,7/28/2011 17:42,48,7/28/2011 18:00,38,B00082,Casual,,,
226,266,Closed,4140,7/28/2011 17:45,16,7/28/2011 18:54,36,B00507,Casual,,,
227,267,Closed,1161,7/28/2011 17:43,41,7/28/2011 18:02,36,B00528,Registered,'02134,1980,1
228,268,Closed,1685,7/28/2011 17:45,35,7/28/2011 18:13,8,B00056,Casual,,,
229,269,Closed,4136,7/28/2011 17:45,16,7/28/2011 18:54,36,B00360,Casual,,,
230,270,Closed,756,7/28/2011 17:47,36,7/28/2011 18:00,39,B00279,Registered,'02118,1971,1
231,271,Closed,1597,7/28/2011 17:49,45,7/28/2011 18:16,36,B00390,Casual,,,
232,272,Closed,1573,7/28/2011 17:49,45,7/28/2011 18:16,36,B00198,Casual,,,
233,273,Closed,656,7/28/2011 17:50,38,7/28/2011 18:01,22,B00474,Registered,'02186,1974,1
234,274,Closed,638,7/28/2011 17:52,24,7/28/2011 18:02,44,B00246,Casual,,,
235,275,Closed,362,7/28/2011 17:51,13,7/28/2011 17:57,26,B00026,Casual,,,
236,276,Closed,465,7/28/2011 17:52,44,7/28/2011 18:00,22,B00136,Casual,,,
237,277,Closed,34,7/28/2011 17:54,17,7/28/2011 17:55,17,B00236,Registered,'02163,1986,1
238,279,Closed,685,7/28/2011 17:59,42,7/28/2011 18:10,23,B00340,Casual,,,
239,280,Closed,1097,7/28/2011 17:57,22,7/28/2011 18:16,25,B00040,Registered,'02118,1978,2
240,281,Closed,1113,7/28/2011 17:57,22,7/28/2011 18:16,25,B00298,Registered,'02118,1979,2
241,283,Closed,1302,7/28/2011 18:02,41,7/28/2011 18:24,46,B00215,Casual,,,
242,284,Closed,569,7/28/2011 18:02,36,7/28/2011 18:11,42,B00385,Casual,,,
243,285,Closed,187,7/28/2011 18:03,47,7/28/2011 18:07,38,B00419,Casual,,,
244,286,Closed,1251,7/28/2011 18:03,41,7/28/2011 18:24,46,B00094,Casual,,,
245,287,Closed,3886,7/28/2011 18:03,38,7/28/2011 19:08,15,B00464,Casual,,,
246,288,Closed,3798,7/28/2011 18:03,38,7/28/2011 19:06,15,B00082,Casual,,,
247,289,Closed,3177,7/28/2011 18:04,33,7/28/2011 18:57,33,B00223,Casual,,,
248,290,Closed,952,7/28/2011 18:04,36,7/28/2011 18:20,27,B00353,Registered,'02130,1984,1
249,292,Closed,787,7/28/2011 18:08,36,7/28/2011 18:21,36,B00528,Registered,'02116,1987,1
250,293,Closed,192,7/28/2011 18:10,10,7/28/2011 18:13,9,B00008,Casual,,,
251,294,Closed,736,7/28/2011 18:12,35,7/28/2011 18:24,36,B00016,Casual,,,
252,296,Closed,1549,7/28/2011 18:14,42,7/28/2011 18:39,42,B00385,Casual,,,
253,297,Closed,569,7/28/2011 18:14,23,7/28/2011 18:23,35,B00556,Casual,,,
254,298,Closed,970,7/28/2011 18:14,23,7/28/2011 18:31,23,B00546,Casual,,,
255,299,Closed,1050,7/28/2011 18:14,27,7/28/2011 18:32,30,B00189,Casual,,,
256,300,Closed,1265,7/28/2011 18:18,25,7/28/2011 18:40,25,B00298,Registered,'02118,1981,1
257,301,Closed,835,7/28/2011 18:19,36,7/28/2011 18:33,9,B00390,Registered,'02116,1983,1
258,302,Closed,784,7/28/2011 18:20,36,7/28/2011 18:33,9,B00198,Registered,'02116,1981,2
259,303,Closed,6481,7/28/2011 18:24,26,7/28/2011 20:12,26,B00046,Casual,,,
260,304,Closed,1490,7/28/2011 18:22,38,7/28/2011 18:47,32,B00131,Registered,'02130,1975,1
261,305,Closed,408,7/28/2011 18:25,39,7/28/2011 18:32,16,B00279,Casual,,,
262,306,Closed,1028,7/28/2011 18:24,16,7/28/2011 18:42,22,B00562,Registered,'02127,1968,1
263,307,Closed,1016,7/28/2011 18:29,5,7/28/2011 18:46,46,B00565,Casual,,,
264,308,Closed,1955,7/28/2011 18:29,3,7/28/2011 19:02,22,B00071,Registered,'02118,1967,1
265,309,Closed,267,7/28/2011 18:32,46,7/28/2011 18:36,46,B00215,Registered,'02118,1989,1
266,310,Closed,2732,7/28/2011 18:34,45,7/28/2011 19:19,45,B00409,Casual,,,
267,311,Closed,1592,7/28/2011 18:35,35,7/28/2011 19:01,36,B00556,Casual,,,
268,312,Closed,463,7/28/2011 18:35,48,7/28/2011 18:42,6,B00457,Registered,'02118,1982,1
269,313,Closed,2278,7/28/2011 18:35,38,7/28/2011 19:13,9,B00364,Registered,'02143,1972,1
270,314,Closed,2452,7/28/2011 18:39,45,7/28/2011 19:20,45,B00052,Casual,,,
271,315,Closed,222,7/28/2011 18:39,9,7/28/2011 18:43,41,B00390,Registered,'02116,1983,1
272,316,Closed,198,7/28/2011 18:40,9,7/28/2011 18:43,41,B00198,Registered,'02116,1981,2
